,gene,pvalue,chromosome
15452,id4003163,2.7815100964421e-22,ch-4
15453,id4003175,3.4229984575885883e-06,ch-4
15454,wd4001035,5.31246290845224e-22,ch-4
15455,wd4001066,1.2562557327701166e-15,ch-4
15456,wd4001079,1.7583407487718037e-26,ch-4
15457,id4003183,0.17387226444605716,ch-4
15458,id4003200,0.5148223585116773,ch-4
15459,id4003207,0.32549971892924523,ch-4
15460,ud4000660,4.03752680255034e-14,ch-4
15461,id4003215,0.14193091045529593,ch-4
15462,id4003230,0.0010974124071325803,ch-4
15463,id4003232,9.782597099541272e-23,ch-4
15464,id4003244,3.3414806125051168e-21,ch-4
15465,id4003245,6.8219151662820776e-15,ch-4
15466,id4003250,0.41607447071828896,ch-4
15467,id4003256,9.782597099541272e-23,ch-4
15468,id4003259,7.482061802015234e-06,ch-4
15469,id4003261,9.782597099541272e-23,ch-4
15470,id4003263,0.10696722311922455,ch-4
15471,id4003266,0.11122201013549345,ch-4
15472,id4003268,1.455574776481534e-15,ch-4
15473,id4003278,0.10400443453543412,ch-4
15474,id4003291,0.11489016629209657,ch-4
15475,id4003295,0.36167067582724965,ch-4
15476,id4003298,0.14878776178598543,ch-4
15477,id4003299,2.3954320120327013e-21,ch-4
15478,id4003306,0.007370479578562928,ch-4
15479,id4003313,0.0052006661659111325,ch-4
15480,id4003323,0.17826052388984323,ch-4
15481,id4003335,0.009910334588208367,ch-4
15482,wd4001255,1.2738551937366484e-13,ch-4
15483,wd4001302,3.686159749231239e-15,ch-4
15484,id4003349,2.4348512677037397e-17,ch-4
15485,wd4001350,6.741885515599633e-14,ch-4
15486,ud4000701,0.06915681053482062,ch-4
15487,id4003356,3.6959728656534556e-15,ch-4
15488,id4003357,9.813424917731457e-06,ch-4
15489,id4003360,2.0087322942539245e-21,ch-4
15490,id4003363,0.04741118520748408,ch-4
15491,ud4000703,1.0341894919108866e-23,ch-4
15492,id4003380,0.009924058596368258,ch-4
15493,id4003385,1.9593088894098458e-23,ch-4
15494,id4003392,7.595554044108683e-13,ch-4
15495,id4003397,2.5068057919289125e-208,ch-4
15496,id4003418,5.250177755834475e-16,ch-4
15497,id4003430,0.08834512460600383,ch-4
15498,id4003431,1.3238721652018004e-15,ch-4
15499,id4003433,4.92021375157487e-24,ch-4
15500,id4003434,9.232655944238785e-06,ch-4
15501,id4003437,0.09240117113371625,ch-4
15502,id4003438,0.0042070464578382255,ch-4
15503,id4003440,3.60189258103323e-21,ch-4
15504,wd4001368,2.679752122812396e-19,ch-4
15505,id4003449,0.044947440873617725,ch-4
15506,id4003458,0.004709835881819187,ch-4
15507,id4003467,0.1479351676177637,ch-4
15508,id4003468,2.2873176062029162e-14,ch-4
15509,id4003472,0.027252550641533133,ch-4
15510,wd4001451,8.790762983510097e-16,ch-4
15511,wd4001496,3.1849266382902854e-13,ch-4
15512,id4003473,0.04186596255398824,ch-4
15513,id4003478,0.3211650847661508,ch-4
15514,id4003483,0.11053134824981466,ch-4
15515,id4003488,0.11489016629209657,ch-4
15516,id4003490,0.2942769721344634,ch-4
15517,id4003491,2.0450334583723505e-05,ch-4
15518,id4003499,9.782597099541272e-23,ch-4
15519,id4003503,0.04428119822809829,ch-4
15520,id4003508,7.844484992284109e-09,ch-4
15521,id4003510,4.286018867672472e-06,ch-4
15522,id4003511,1.5042201176948264e-07,ch-4
15523,id4003513,0.13355809672806307,ch-4
15524,id4003520,6.962237833172766e-14,ch-4
15525,ud4000716,1.392996084012887e-21,ch-4
15526,id4003521,7.072662333717871e-16,ch-4
15527,id4003524,1.776493743303264e-22,ch-4
15528,id4003526,1.405723685105812e-23,ch-4
15529,id4003527,0.10126376244792457,ch-4
15530,id4003530,0.2576605252474956,ch-4
15531,id4003532,0.10165400183118428,ch-4
15532,id4003536,0.13637972396248385,ch-4
15533,id4003540,0.030051180833522106,ch-4
15534,ud4000725,3.347896575885189e-181,ch-4
15535,id4003563,0.3414700822546418,ch-4
15536,id4003565,0.05253392704527586,ch-4
15537,id4003567,8.652360518819972e-12,ch-4
15538,id4003569,1.2624998885410879e-15,ch-4
15539,id4003572,6.87608807977736e-16,ch-4
15540,id4003574,8.076707547354728e-09,ch-4
15541,id4003575,4.537610139558759e-06,ch-4
15542,id4003576,7.192924823451123e-16,ch-4
15543,wd4001519,7.771041252000299e-16,ch-4
15544,id4003582,3.259685332071496e-16,ch-4
15545,id4003583,0.41200030660787235,ch-4
15546,id4003589,1.7979649348251244e-07,ch-4
15547,id4003591,2.2131445055541722e-07,ch-4
15548,id4003593,8.239349462178765e-16,ch-4
15549,id4003601,2.734397578897685e-13,ch-4
15550,id4003606,5.50120995562192e-16,ch-4
15551,id4003615,7.079497130443674e-05,ch-4
15552,ud4000760,6.34708211344807e-14,ch-4
15553,wd4001541,2.4251354992322007e-11,ch-4
15554,wd4001575,2.759367560760403e-14,ch-4
15555,ud4000761,1.9844173004970222e-13,ch-4
15556,ud4000788,2.5259657232486632e-18,ch-4
15557,ud4000800,6.928451433557347e-14,ch-4
15558,wd4001623,3.35686397305409e-14,ch-4
15559,id4003627,4.001926800680365e-05,ch-4
15560,id4003640,2.8279660446582506e-16,ch-4
15561,id4003643,9.352482844296111e-20,ch-4
15562,ud4000831,0.4318938639181569,ch-4
15563,ud4000836,0.1775586307918577,ch-4
15564,id4003659,2.8728046870796755e-09,ch-4
15565,id4003662,0.45689884818821935,ch-4
15566,id4003684,0.39296198948940186,ch-4
15567,wd4001644,8.360859994326623e-08,ch-4
15568,id4003688,4.697590417281428e-20,ch-4
15569,id4003689,0.3600414386224937,ch-4
15570,id4003690,6.686261784597762e-14,ch-4
15571,id4003693,1.2304230380308226e-19,ch-4
15572,id4003696,3.570022933708783e-14,ch-4
15573,id4003697,3.141115214725824e-14,ch-4
15574,id4003699,2.612698298823249e-07,ch-4
15575,id4003703,1.0374778863417535e-08,ch-4
15576,id4003704,0.3472960459980613,ch-4
15577,id4003708,1.560599560233775e-20,ch-4
15578,id4003709,5.194821915663062e-05,ch-4
15579,id4003710,2.8728046870796755e-09,ch-4
15580,id4003715,1.383960885846375e-14,ch-4
15581,id4003716,0.6755333066394646,ch-4
15582,ud4000853,0.8467656573219666,ch-4
15583,id4003719,2.030259228562725e-06,ch-4
15584,id4003727,0.028358007184546303,ch-4
15585,id4003729,0.027789345602800865,ch-4
15586,id4003730,0.001787141607350852,ch-4
15587,id4003731,0.10840312066648718,ch-4
15588,ud4000860,0.03658352080891872,ch-4
15589,wd4001682,1.7379964216207205e-15,ch-4
15590,ud4000864,0.5970733761253165,ch-4
15591,id4003735,1.1562385820402552e-13,ch-4
15592,id4003736,0.5030745165099821,ch-4
15593,id4003739,2.694782592356148e-14,ch-4
15594,id4003744,1.1240171566113707e-15,ch-4
15595,id4003745,0.020763444105144493,ch-4
15596,id4003751,0.6102807558701957,ch-4
15597,id4003753,6.885773826383491e-16,ch-4
15598,id4003754,2.3870373308521152e-11,ch-4
15599,id4003765,3.1115958372334387e-11,ch-4
15600,id4003766,4.7695961515525735e-09,ch-4
15601,id4003767,0.8994449969685883,ch-4
15602,id4003773,0.6633004961910828,ch-4
15603,id4003777,6.72275957489899e-16,ch-4
15604,id4003782,0.0004834098912325354,ch-4
15605,id4003784,0.5222462788170971,ch-4
15606,id4003787,1.3775955792176695e-05,ch-4
15607,id4003791,0.5067012851704422,ch-4
15608,id4003792,0.0010765347265874951,ch-4
15609,id4003793,8.570301067145436e-16,ch-4
15610,ud4000878,6.72275957489899e-16,ch-4
15611,ud4000880,0.0010235369358146606,ch-4
15612,id4003796,4.178745207044586e-15,ch-4
15613,id4003797,4.1914834519880444e-05,ch-4
15614,id4003798,0.010991880751068692,ch-4
15615,wd4001738,1.2110730665259174e-08,ch-4
15616,wd4001754,0.0018673586755818493,ch-4
15617,id4003803,7.875130511782342e-11,ch-4
15618,id4003819,1.3775955792176695e-05,ch-4
15619,wd4001774,4.37111492711023e-15,ch-4
15620,ud4000883,0.090295699748744,ch-4
15621,wd4001788,0.0005461600056135124,ch-4
15622,ud4000884,1.944692428792728e-15,ch-4
15623,wd4001837,5.792634919201909e-12,ch-4
15624,wd4001872,1.846262631730974e-12,ch-4
15625,ud4000903,5.063905140678028e-08,ch-4
15626,id4003824,5.381062581142416e-12,ch-4
15627,id4003826,9.64745931676129e-14,ch-4
15628,ud4000910,2.6371128526454084e-217,ch-4
15629,wd4001906,1.272359300016313e-12,ch-4
15630,ud4000918,0.045104987042472275,ch-4
15631,id4003836,7.856301829659266e-07,ch-4
15632,id4003848,5.366156721284686e-06,ch-4
15633,id4003852,0.04134626117796818,ch-4
15634,id4003853,1.0404876273272928e-07,ch-4
15635,id4003858,8.562245636815324e-09,ch-4
15636,id4003861,1.2700444873984388e-12,ch-4
15637,id4003870,1.913453526855113e-07,ch-4
15638,id4003876,2.785375108325961e-13,ch-4
15639,id4003878,0.012160991471648609,ch-4
15640,id4003882,0.44908560945455267,ch-4
15641,id4003888,0.0001436513560432726,ch-4
15642,id4003889,0.00013794965882586973,ch-4
15643,id4003890,0.02115488946675609,ch-4
15644,id4003894,1.3268158588305182e-06,ch-4
15645,id4003895,8.799922444405527e-13,ch-4
15646,id4003899,7.552951272026082e-17,ch-4
15647,id4003900,6.18498336892625e-17,ch-4
15648,wd4001972,7.968474265627513e-09,ch-4
15649,id4003903,2.2888605364558475e-10,ch-4
15650,id4003906,0.7030535263121089,ch-4
15651,id4003907,5.3104431196896374e-08,ch-4
15652,id4003908,0.7391641134708191,ch-4
15653,id4003909,0.8047496423527444,ch-4
15654,id4003910,0.8047496423527444,ch-4
15655,id4003911,1.743663504356656e-12,ch-4
15656,id4003916,1.4679699826477416e-16,ch-4
15657,id4003921,4.478156065797484e-10,ch-4
15658,id4003922,0.3306252687291912,ch-4
15659,id4003930,1.8300822253997776e-10,ch-4
15660,id4003931,0.00016663441828300662,ch-4
15661,id4003939,0.01831171570587185,ch-4
15662,id4003943,2.7191175534625414e-13,ch-4
15663,id4003949,1.1662036075358334e-16,ch-4
15664,id4003953,5.336510001910318e-16,ch-4
15665,id4003966,0.0001087322322295043,ch-4
15666,id4003971,0.001016571086285266,ch-4
15667,id4003973,6.095804043237397e-11,ch-4
15668,id4003986,1.6356989451692432e-16,ch-4
15669,id4003989,2.279316235681154e-16,ch-4
15670,id4003991,0.0022586595017720207,ch-4
15671,id4003993,4.892371361366707e-07,ch-4
15672,wd4001982,4.4656276974494935e-05,ch-4
15673,wd4002014,9.868315158575574e-07,ch-4
15674,id4003998,5.710279458726094e-207,ch-4
15675,id4004002,0.0010985505583249618,ch-4
15676,id4004005,9.725872606559599e-05,ch-4
15677,ud4000972,6.057626573631756e-12,ch-4
15678,id4004010,0.7703160725112208,ch-4
15679,ud4000974,0.00018415930738322847,ch-4
15680,wd4002027,1.0902891944180774e-06,ch-4
15681,wd4002034,8.927002531819743e-11,ch-4
15682,id4004013,1.14239268321279e-10,ch-4
15683,ud4000983,0.0015225479926807568,ch-4
15684,id4004016,1.493568690811509e-06,ch-4
15685,id4004018,2.8485690575230485e-10,ch-4
15686,id4004027,1.431645492781855e-14,ch-4
15687,id4004035,4.054472880186352e-12,ch-4
15688,id4004036,0.00029016301252777127,ch-4
15689,id4004045,3.262434324520288e-13,ch-4
15690,id4004047,1.4556039608795092e-17,ch-4
15691,id4004048,0.0027311972216538427,ch-4
15692,id4004054,1.4295586607063892e-15,ch-4
15693,id4004055,0.2629878483129152,ch-4
15694,ud4000995,8.027447460710756e-07,ch-4
15695,id4004057,2.159032109284031e-06,ch-4
15696,id4004059,1.6258749746692435e-07,ch-4
15697,id4004060,5.839201112503345e-07,ch-4
15698,id4004061,4.4163512003130926e-07,ch-4
15699,id4004064,3.9410985072953234e-07,ch-4
15700,id4004069,1.3982573573736714e-06,ch-4
15701,ud4000996,8.190687819274693e-07,ch-4
15702,wd4002047,0.46060550632670283,ch-4
15703,ud4000999,2.445418502638299e-16,ch-4
15704,id4004072,1.7110241187874143e-09,ch-4
15705,id4004073,0.13372079916196872,ch-4
15706,id4004096,0.33080441270819394,ch-4
15707,id4004101,8.313971365769608e-15,ch-4
15708,id4004103,0.00018001538873852426,ch-4
15709,id4004104,1.255793142394176e-15,ch-4
15710,id4004108,1.5457191380248622e-10,ch-4
15711,id4004110,3.968587577593324e-05,ch-4
15712,id4004113,0.00018526106580669558,ch-4
15713,id4004114,6.120295609175964e-05,ch-4
15714,id4004122,1.5017030432749152e-06,ch-4
15715,id4004130,0.00030252924043218523,ch-4
15716,id4004133,3.6631937354400386e-05,ch-4
15717,ud4001006,0.04021640653634264,ch-4
15718,id4004135,8.568989638637681e-05,ch-4
15719,id4004151,2.8368665513284408e-05,ch-4
15720,id4004152,1.9642283843764268e-06,ch-4
15721,id4004154,3.52195438479141e-05,ch-4
15722,id4004162,7.69938539819693e-17,ch-4
15723,id4004163,1.97814978701932e-14,ch-4
15724,id4004166,7.139053951949923e-13,ch-4
15725,id4004172,0.00017805434619995393,ch-4
15726,id4004175,1.2919689655650218e-05,ch-4
15727,id4004183,0.00031658429761955006,ch-4
15728,id4004185,7.495372411413682e-20,ch-4
15729,ud4001019,4.638776485174249e-06,ch-4
15730,id4004186,0.08863333902868473,ch-4
15731,id4004189,9.01335637571104e-05,ch-4
15732,id4004190,6.07667957015912e-13,ch-4
15733,id4004204,0.2931639141243326,ch-4
15734,id4004207,7.126415689758627e-05,ch-4
15735,id4004215,0.09677429604601703,ch-4
15736,id4004217,6.996811198389685e-15,ch-4
15737,id4004222,0.003348091777124755,ch-4
15738,id4004230,1.4799352226418016e-10,ch-4
15739,id4004234,0.23581714249262212,ch-4
15740,id4004244,4.562526755411003e-14,ch-4
15741,id4004258,3.672133955808327e-11,ch-4
15742,id4004260,3.356317707978154e-11,ch-4
15743,id4004261,1.3281424426443691e-13,ch-4
15744,id4004272,0.7091761260864128,ch-4
15745,wd4002126,1.2361736362914436e-223,ch-4
15746,id4004279,2.0321152947690697e-06,ch-4
15747,id4004283,1.4931937822384075e-05,ch-4
15748,id4004285,5.770863620270324e-06,ch-4
15749,id4004286,5.770863620270324e-06,ch-4
15750,wd4002148,1.1975070781874304e-05,ch-4
15751,wd4002165,0.006690971427238743,ch-4
15752,id4004292,0.000187467450885765,ch-4
15753,id4004293,0.15120035037147833,ch-4
15754,id4004346,0.08614609030256892,ch-4
15755,id4004347,2.8832343275088277e-194,ch-4
15756,id4004382,0.014663109690550732,ch-4
15757,ud4001076,0.21590383870233643,ch-4
15758,id4004392,0.883561131844278,ch-4
15759,id4004394,0.09524911437162217,ch-4
15760,id4004398,0.7196661429299539,ch-4
15761,wd4002296,6.200084714673222e-05,ch-4
15762,id4004401,1.1265786231745718e-06,ch-4
15763,id4004402,1.8051211133200234e-06,ch-4
15764,id4004409,5.4795971134242995e-05,ch-4
15765,id4004415,7.962248978773069e-06,ch-4
15766,id4004423,7.865154851344583e-07,ch-4
15767,id4004425,1.9487706162521888e-05,ch-4
15768,id4004427,1.655882866073812e-05,ch-4
15769,id4004428,1.2416554996396403e-05,ch-4
15770,id4004429,1.6760274794873592e-05,ch-4
15771,ud4001084,1.8556164563913013e-05,ch-4
15772,ud4001087,0.00036548177848451683,ch-4
15773,id4004435,0.448423653933382,ch-4
15774,wd4002307,3.2339515839093496e-05,ch-4
15775,wd4002328,0.00012506389231199043,ch-4
15776,id4004457,0.09616824935985512,ch-4
15777,wd4002336,0.004257011859979717,ch-4
15778,wd4002369,0.8207015352321312,ch-4
15779,id4004461,0.0013701735907456689,ch-4
15780,id4004462,0.10443592539812613,ch-4
15781,id4004470,0.30648447929749545,ch-4
15782,id4004478,0.6686270370677594,ch-4
15783,id4004482,0.31586910722585854,ch-4
15784,id4004491,0.7848440143179998,ch-4
15785,id4004493,0.15167014030527898,ch-4
15786,id4004500,0.06960878204631739,ch-4
15787,id4004503,0.06815948077052388,ch-4
15788,id4004510,0.36195723946070946,ch-4
15789,id4004511,0.0877834147497733,ch-4
15790,id4004526,0.522102494079725,ch-4
15791,id4004534,0.055118065089090916,ch-4
15792,id4004538,0.00275210547777562,ch-4
15793,id4004547,0.03812839172346604,ch-4
15794,id4004552,0.0002138859301548188,ch-4
15795,id4004557,0.002217966683273433,ch-4
15796,id4004594,2.358590864858715e-05,ch-4
15797,id4004603,0.00011367627414903969,ch-4
15798,id4004605,0.8476924257798205,ch-4
15799,ud4001118,0.8476924257798205,ch-4
15800,ud4001121,1.3286405894884998e-07,ch-4
15801,id4004608,1.001472707586468e-07,ch-4
15802,id4004639,4.898560657057066e-05,ch-4
15803,id4004640,3.981839092822837e-05,ch-4
15804,id4004643,0.0002492092581448658,ch-4
15805,id4004644,8.963480588596357e-09,ch-4
15806,id4004654,0.00032130011689603094,ch-4
15807,id4004658,6.737638378826662e-06,ch-4
15808,id4004663,1.7546700114098933e-08,ch-4
15809,id4004677,1.7571006497558063e-08,ch-4
15810,id4004684,0.0007592069301662241,ch-4
15811,id4004685,1.3335448921494625e-08,ch-4
15812,id4004702,3.327442192241553e-08,ch-4
15813,id4004717,0.012113603995247116,ch-4
15814,id4004718,6.714756966578513e-08,ch-4
15815,id4004720,1.4872734451528755e-08,ch-4
15816,id4004727,0.0023501541322930404,ch-4
15817,id4004734,3.0371182099795584e-06,ch-4
15818,id4004735,1.1621421918948713e-182,ch-4
15819,id4004740,0.005308172022291179,ch-4
15820,id4004744,8.590946378885847e-17,ch-4
15821,wd4002394,8.590946378885847e-17,ch-4
15822,wd4002404,2.458828194003132e-10,ch-4
15823,id4004751,7.916318697862401e-11,ch-4
15824,id4004769,2.5573693956276924e-10,ch-4
15825,id4004776,1.5749960647143335e-08,ch-4
15826,id4004780,5.844163026817597e-09,ch-4
15827,id4004788,2.0504019840827163e-10,ch-4
15828,id4004791,4.4496674452139634e-10,ch-4
15829,id4004794,1.7858376946548588e-09,ch-4
15830,id4004798,1.4064088515447015e-13,ch-4
15831,ud4001127,2.160724408736176e-11,ch-4
15832,id4004801,0.05956849417850232,ch-4
15833,id4004802,0.017394567602183678,ch-4
15834,id4004805,0.011375368649969405,ch-4
15835,ud4001138,0.03481965094059558,ch-4
15836,id4004808,0.07789724627793103,ch-4
15837,id4004813,0.007654438071461347,ch-4
15838,id4004819,0.06956694493149204,ch-4
15839,id4004821,6.769702619698716e-08,ch-4
15840,id4004830,0.07905250279565328,ch-4
15841,wd4002451,0.006957368520050932,ch-4
15842,id4004839,0.09382820795472456,ch-4
15843,id4004843,0.15857632052182924,ch-4
15844,id4004856,0.034952879755454774,ch-4
15845,id4004869,0.10717260449197556,ch-4
15846,wd4002500,0.0032711365388011777,ch-4
15847,id4004892,0.0019541603742914315,ch-4
15848,id4004901,0.006235992737130627,ch-4
15849,id4004912,5.152294906548693e-209,ch-4
15850,id4004914,1.3365241422731898e-07,ch-4
15851,id4004922,0.14103451080543575,ch-4
15852,id4004929,0.0020596110827433398,ch-4
15853,ud4001157,1.852547078472194e-07,ch-4
15854,ud4001166,0.14310780461450995,ch-4
15855,id4004958,0.12536219872869206,ch-4
15856,wd4002508,0.10891045209149433,ch-4
15857,wd4002524,5.432264266038907e-221,ch-4
15858,id4004965,0.8306470211527323,ch-4
15859,id4004980,0.020290257523297092,ch-4
15860,id4004983,2.1019134296542373e-215,ch-4
15861,id4004986,2.603569998394169e-206,ch-4
15862,id4004990,7.104962637250877e-209,ch-4
15863,id4005012,0.6934404152159758,ch-4
15864,id4005024,0.6529799974454519,ch-4
15865,id4005032,0.0711408917298154,ch-4
15866,id4005041,0.004327277245080631,ch-4
15867,id4005045,3.208333159977233e-213,ch-4
15868,id4005048,0.003979433989100388,ch-4
15869,id4005055,0.7291441033306351,ch-4
15870,wd4002529,0.7644162817858862,ch-4
15871,wd4002554,0.0004437206041694306,ch-4
15872,id4005058,6.761537736311843e-208,ch-4
15873,id4005059,1.471699066228203e-203,ch-4
15874,id4005063,2.5019626115973696e-198,ch-4
15875,id4005072,1.418733202732618e-204,ch-4
15876,id4005074,0.00037601280900521623,ch-4
15877,id4005078,0.12377649333927489,ch-4
15878,id4005089,0.003947559004739129,ch-4
15879,id4005093,0.29922704945646134,ch-4
15880,id4005094,1.8960365764718626e-06,ch-4
15881,id4005096,0.016685434305491968,ch-4
15882,id4005101,0.11331502612633376,ch-4
15883,id4005105,5.914587673318899e-06,ch-4
15884,id4005110,0.979931343210408,ch-4
15885,ud4001189,0.00013095228561625362,ch-4
15886,id4005118,0.0006196140297733018,ch-4
15887,id4005120,0.7440278527593981,ch-4
15888,id4005130,2.6596278510292246e-205,ch-4
15889,id4005144,0.6683553759317488,ch-4
15890,wd4002563,0.5201702712424439,ch-4
15891,id4005161,0.00018429442935981172,ch-4
15892,ud4001208,1.2381742382831783e-175,ch-4
15893,id4005172,5.3138677387684404e-207,ch-4
15894,id4005177,6.362358307657908e-207,ch-4
15895,id4005181,1.2655526724949952e-09,ch-4
15896,id4005188,8.619240351467641e-198,ch-4
15897,id4005194,2.3096664485364275e-201,ch-4
15898,id4005200,1.1719016407500177e-203,ch-4
15899,id4005207,5.1036429508042456e-08,ch-4
15900,id4005210,1.4545903137373079e-12,ch-4
15901,id4005212,1.9121528199321542e-08,ch-4
15902,id4005214,3.8217580985893296e-08,ch-4
15903,id4005216,1.659525855840438e-06,ch-4
15904,id4005217,7.819779905830858e-06,ch-4
15905,id4005225,0.007182532441634621,ch-4
15906,wd4002612,0.873743709283938,ch-4
15907,id4005229,0.20519149127874203,ch-4
15908,id4005236,0.1195620047197945,ch-4
15909,id4005238,0.032338651455407645,ch-4
15910,id4005241,0.006313431542182495,ch-4
15911,id4005247,0.9423735089045853,ch-4
15912,id4005251,0.025608004845779762,ch-4
15913,id4005253,0.5203922310210891,ch-4
15914,id4005271,5.61797573415221e-06,ch-4
15915,id4005273,0.37734672346093645,ch-4
15916,id4005275,0.0008144399636275343,ch-4
15917,id4005280,3.8463072233364344e-05,ch-4
15918,id4005281,0.06632263053611669,ch-4
15919,id4005283,9.950832835646504e-09,ch-4
15920,id4005286,0.33915304446130257,ch-4
15921,id4005290,0.011050218862264153,ch-4
15922,id4005291,0.010500941389001546,ch-4
15923,id4005294,9.39045225884213e-08,ch-4
15924,id4005295,3.8463072233364344e-05,ch-4
15925,id4005299,0.0010910250974821797,ch-4
15926,id4005302,2.0525392985131644e-05,ch-4
15927,id4005305,8.951868813602252e-08,ch-4
15928,id4005308,2.2126644814462997e-13,ch-4
15929,id4005310,0.010723523882258106,ch-4
15930,id4005316,0.08585647941019788,ch-4
15931,id4005330,0.04046338717442174,ch-4
15932,id4005332,0.010646968812949442,ch-4
15933,ud4001239,0.45632576063024277,ch-4
15934,ud4001244,0.01527704857565659,ch-4
15935,id4005336,4.91066288554447e-05,ch-4
15936,ud4001247,0.03048028050645995,ch-4
15937,wd4002622,1.2559260519402288e-08,ch-4
15938,wd4002648,9.094873590228768e-09,ch-4
15939,id4005342,0.67807632917963,ch-4
15940,id4005347,8.224530094066661e-08,ch-4
15941,ud4001261,0.02682681247884905,ch-4
15942,ud4001265,8.636636770236637e-09,ch-4
15943,id4005355,8.002867122892903e-08,ch-4
15944,id4005356,3.302246924407374e-174,ch-4
15945,id4005358,0.9273857522792668,ch-4
15946,id4005361,0.1762138521116676,ch-4
15947,ud4001309,0.006313431542182495,ch-4
15948,id4005379,0.001945470878324928,ch-4
15949,id4005380,0.006124190164854585,ch-4
15950,id4005383,1.428787890078506e-09,ch-4
15951,id4005385,1.2369764062909734e-09,ch-4
15952,id4005386,1.418189765142867e-219,ch-4
15953,id4005389,5.556717881820276e-07,ch-4
15954,id4005392,2.624170332405751e-09,ch-4
15955,id4005400,2.0340527351386205e-09,ch-4
15956,ud4001319,0.006241428406810526,ch-4
15957,id4005404,1.0670320888101145e-10,ch-4
15958,id4005406,6.539786488388493e-08,ch-4
15959,id4005408,4.358578714675549e-08,ch-4
15960,id4005421,2.2185284496752784e-05,ch-4
15961,id4005422,0.001736606997815915,ch-4
15962,id4005423,8.288265216539445e-09,ch-4
15963,id4005430,3.937362990193885e-05,ch-4
15964,id4005433,1.0564857205300796e-08,ch-4
15965,id4005435,2.052060263396307e-09,ch-4
15966,id4005444,0.00020316910464706644,ch-4
15967,id4005450,6.4577413785541044e-09,ch-4
15968,id4005471,1.505376449811341e-07,ch-4
15969,id4005473,4.859359724152598e-11,ch-4
15970,id4005474,3.4315435725980706e-08,ch-4
15971,id4005478,1.9477051758824365e-11,ch-4
15972,id4005480,0.06338274388768465,ch-4
15973,id4005481,1.3394765159463609e-09,ch-4
15974,ud4001336,5.112576020972784e-10,ch-4
15975,id4005484,2.7005312679379744e-09,ch-4
15976,id4005488,1.8679657040707296e-10,ch-4
15977,id4005492,1.003943127605079e-10,ch-4
15978,id4005495,1.8679657040707296e-10,ch-4
15979,ud4001346,0.0014770941194839264,ch-4
15980,id4005500,0.0003009976948967348,ch-4
15981,ud4001351,0.001061509428929392,ch-4
15982,ud4001355,0.00017987025524828412,ch-4
15983,id4005505,0.00026153380400662163,ch-4
15984,id4005508,0.0009389631788074697,ch-4
15985,id4005511,0.016395179687336142,ch-4
15986,id4005515,0.004263898619191987,ch-4
15987,id4005520,0.020039440282736385,ch-4
15988,ud4001358,0.021001632652647376,ch-4
15989,ud4001361,0.04731364131718218,ch-4
15990,ud4001378,0.0070309034595738866,ch-4
15991,id4005525,0.05524723015990406,ch-4
15992,id4005526,0.005184679989930961,ch-4
15993,id4005527,0.06813168505090121,ch-4
15994,ud4001394,0.015279915728875527,ch-4
15995,ud4001405,3.194150509945578e-12,ch-4
15996,id4005530,0.0004780636217664287,ch-4
15997,id4005531,0.04023303695623751,ch-4
15998,ud4001416,6.656574987706091e-11,ch-4
15999,id4005554,3.0882677128443863e-186,ch-4
16000,id4005563,0.004299025039447039,ch-4
16001,id4005565,8.510105514575954e-12,ch-4
16002,id4005570,0.14554201863369762,ch-4
16003,id4005572,2.6949469437838998e-11,ch-4
16004,id4005575,1.1073253598042528e-09,ch-4
16005,id4005580,9.69842475455311e-14,ch-4
16006,id4005588,2.4964198899870902e-06,ch-4
16007,id4005591,1.592470284207997e-11,ch-4
16008,id4005598,1.1924821503539365e-13,ch-4
16009,id4005607,1.057223256207224e-05,ch-4
16010,id4005614,2.029871437278619e-10,ch-4
16011,id4005623,0.9182725320071039,ch-4
16012,id4005624,9.427746802368483e-16,ch-4
16013,id4005631,1.6382992140003374e-10,ch-4
16014,id4005633,2.7533042013174144e-13,ch-4
16015,id4005638,8.134485362328479e-10,ch-4
16016,id4005640,2.483036912641942e-10,ch-4
16017,id4005641,9.032903296315494e-13,ch-4
16018,id4005642,1.3300276100693722e-12,ch-4
16019,id4005644,6.330245688796811e-13,ch-4
16020,ud4001448,1.6230286760824745e-13,ch-4
16021,ud4001463,4.057983699336533e-13,ch-4
16022,id4005664,2.9403311591795917e-10,ch-4
16023,id4005670,1.2106910681888484e-12,ch-4
16024,id4005671,1.439761527917643e-12,ch-4
16025,id4005680,8.847777117941717e-11,ch-4
16026,id4005681,1.1262147183821195e-07,ch-4
16027,id4005682,5.127874594380694e-11,ch-4
16028,id4005684,1.7359620653061892e-12,ch-4
16029,id4005686,1.5448509196187195e-12,ch-4
16030,id4005688,5.335332114937029e-12,ch-4
16031,id4005689,1.137638346449835e-09,ch-4
16032,id4005694,0.1945624866171298,ch-4
16033,id4005702,3.462920931936268e-11,ch-4
16034,id4005704,4.591742894786838e-10,ch-4
16035,id4005714,2.3386981992710333e-10,ch-4
16036,id4005725,3.992091919253236e-11,ch-4
16037,id4005730,5.044702353078265e-11,ch-4
16038,id4005736,1.1983109586370455e-11,ch-4
16039,id4005738,4.221654284983466e-12,ch-4
16040,id4005745,4.412799765409956e-198,ch-4
16041,id4005746,0.607053980288565,ch-4
16042,id4005749,6.257996222816539e-07,ch-4
